sku_id,flag,affected_stores,window_start,window_end,notes
SKU02662,SLOW_MOVER,"STORE018, STORE026, STORE009, STORE014, STORE007, STORE003, STORE006, STORE005, STORE010, STORE004, STORE015, STORE020, STORE028, STORE016, STORE029, STORE024, STORE001, STORE025, STORE027, STORE030, STORE012, STORE013, STORE002, STORE011, STORE017, STORE008, STORE021",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8843.4 days of cover.
SKU02681,SLOW_MOVER,"STORE024, STORE001, STORE008, STORE003, STORE005, STORE029, STORE016, STORE007, STORE011, STORE014, STORE010, STORE030, STORE012, STORE015, STORE002, STORE006",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4947.3 days of cover.
SKU02683,STOCKOUT_RISK,"STORE003, STORE027, STORE025, STORE005, STORE002, STORE009, STORE013, STORE030, STORE018, STORE016, STORE006, STORE007, STORE028, STORE024",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU02692,STOCKOUT_RISK,"STORE027, STORE001, STORE004, STORE025, STORE023, STORE008, STORE013, STORE015, STORE030, STORE002, STORE007, STORE026, STORE028, STORE017, STORE020, STORE022",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU02700,SLOW_MOVER,"STORE013, STORE022, STORE010, STORE011, STORE006, STORE021, STORE024, STORE002, STORE018, STORE017, STORE004, STORE009, STORE016, STORE028, STORE007, STORE026, STORE001, STORE027, STORE020, STORE023, STORE012, STORE029",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7025.3 days of cover.
SKU02710,SLOW_MOVER,"STORE011, STORE001, STORE006, STORE026, STORE009, STORE019, STORE004, STORE013, STORE008, STORE029, STORE002, STORE025, STORE016, STORE005, STORE012, STORE023, STORE020, STORE024, STORE003, STORE022, STORE014, STORE028, STORE021, STORE030",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6933.5 days of cover.
SKU02718,SLOW_MOVER,"STORE012, STORE021, STORE005, STORE023, STORE018, STORE004, STORE028, STORE016, STORE008, STORE011, STORE026, STORE030, STORE015, STORE007, STORE001, STORE019, STORE017, STORE006, STORE020, STORE003, STORE024, STORE027, STORE022, STORE013, STORE025, STORE010, STORE029, STORE014",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8746.3 days of cover.
SKU02722,SLOW_MOVER,"STORE023, STORE016, STORE007, STORE019, STORE006, STORE018, STORE012, STORE011, STORE015, STORE009, STORE020, STORE025, STORE026, STORE003, STORE005, STORE008, STORE029, STORE014, STORE021, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6835.4 days of cover.
SKU02728,SLOW_MOVER,"STORE015, STORE001, STORE025, STORE021, STORE017, STORE013, STORE024, STORE006, STORE029, STORE020, STORE012, STORE008, STORE011, STORE003, STORE028, STORE004, STORE009, STORE018, STORE019, STORE014, STORE026, STORE005, STORE023, STORE030, STORE027, STORE010, STORE022, STORE007, STORE016, STORE002",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9673.1 days of cover.
SKU02737,STOCKOUT_RISK,"STORE027, STORE005, STORE006, STORE002, STORE007, STORE004, STORE016, STORE026, STORE025, STORE030, STORE019, STORE013, STORE024, STORE017, STORE009, STORE001, STORE028, STORE022, STORE010",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
SKU02740,STOCKOUT_RISK,"STORE023, STORE003, STORE001, STORE007, STORE021, STORE016, STORE029, STORE015, STORE026, STORE002, STORE012, STORE018, STORE014",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02747,STOCKOUT_RISK,"STORE027, STORE012, STORE026, STORE023, STORE002, STORE020, STORE009, STORE017, STORE028, STORE003, STORE010, STORE021, STORE007, STORE030, STORE004, STORE022, STORE029, STORE016",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU02768,SLOW_MOVER,"STORE018, STORE013, STORE007, STORE028, STORE017, STORE022, STORE008, STORE019, STORE021, STORE006, STORE030, STORE020, STORE014, STORE004, STORE012, STORE011, STORE024, STORE016, STORE015, STORE027, STORE002, STORE003",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5115.2 days of cover.
SKU02776,STOCKOUT_RISK,"STORE026, STORE006, STORE018, STORE013, STORE017, STORE011, STORE022, STORE029, STORE028, STORE020, STORE015, STORE012, STORE025, STORE024",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU02780,SLOW_MOVER,"STORE028, STORE012, STORE014, STORE025, STORE021, STORE030, STORE024, STORE011, STORE020, STORE008, STORE019, STORE018, STORE007, STORE013, STORE009, STORE006, STORE026, STORE027, STORE022, STORE001, STORE023, STORE005, STORE010, STORE016, STORE002, STORE003, STORE017, STORE015, STORE004, STORE029",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9380.6 days of cover.
SKU02794,SLOW_MOVER,"STORE028, STORE011, STORE001, STORE025, STORE023, STORE009, STORE018, STORE017, STORE024, STORE019, STORE021, STORE005, STORE004, STORE002, STORE015, STORE006, STORE003, STORE014, STORE020, STORE016, STORE010",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6646.3 days of cover.
SKU02822,SLOW_MOVER,"STORE008, STORE030, STORE009, STORE026, STORE010, STORE003, STORE019, STORE013, STORE024, STORE007, STORE025, STORE011, STORE016, STORE006, STORE018, STORE014, STORE012, STORE015, STORE027, STORE002, STORE023, STORE005, STORE001, STORE017, STORE028, STORE004, STORE029, STORE021, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8861.4 days of cover.
SKU02826,STOCKOUT_RISK,"STORE012, STORE029, STORE027, STORE014, STORE028, STORE004, STORE008, STORE021, STORE020, STORE001, STORE013, STORE002, STORE010, STORE017, STORE019, STORE006",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU02833,STOCKOUT_RISK,"STORE018, STORE019, STORE005, STORE011, STORE017, STORE023, STORE008, STORE028, STORE002, STORE013, STORE015, STORE029, STORE026, STORE003, STORE024, STORE007, STORE025, STORE021",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU02840,STOCKOUT_RISK,"STORE013, STORE005, STORE029, STORE011, STORE003, STORE016, STORE019, STORE002, STORE018, STORE030, STORE009",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 11 stores.
SKU02842,SLOW_MOVER,"STORE003, STORE013, STORE017, STORE014, STORE025, STORE023, STORE005, STORE024, STORE016, STORE018, STORE007, STORE022, STORE029, STORE020, STORE008, STORE004, STORE002, STORE026, STORE028, STORE006, STORE010, STORE027, STORE009, STORE011, STORE015",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7660.8 days of cover.
SKU02858,STOCKOUT_RISK,"STORE014, STORE012, STORE029, STORE007, STORE011, STORE028, STORE020, STORE021, STORE001, STORE010, STORE006, STORE025, STORE015",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02871,SLOW_MOVER,"STORE020, STORE005, STORE015, STORE002, STORE008, STORE007, STORE022, STORE012, STORE029, STORE003, STORE004, STORE027, STORE026, STORE024, STORE010, STORE001, STORE006, STORE023, STORE019, STORE017, STORE018, STORE016, STORE028, STORE021, STORE013, STORE011, STORE014, STORE009",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 10293.0 days of cover.
SKU02892,STOCKOUT_RISK,"STORE018, STORE017, STORE025, STORE009, STORE030, STORE016, STORE020, STORE005, STORE022, STORE001, STORE013, STORE019, STORE029, STORE002, STORE027, STORE003",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU02898,STOCKOUT_RISK,"STORE002, STORE010, STORE007, STORE026, STORE023, STORE020, STORE009, STORE030, STORE015, STORE021, STORE001, STORE003, STORE013, STORE024, STORE012, STORE014, STORE027, STORE025",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU02907,SLOW_MOVER,"STORE010, STORE028, STORE021, STORE013, STORE008, STORE027, STORE017, STORE023, STORE004, STORE011, STORE016, STORE018, STORE003, STORE006, STORE007, STORE009, STORE026, STORE015, STORE012, STORE001, STORE029, STORE022, STORE005",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6349.4 days of cover.
SKU02915,SLOW_MOVER,"STORE011, STORE016, STORE013, STORE024, STORE006, STORE001, STORE012, STORE022, STORE027, STORE023, STORE010, STORE008, STORE017, STORE009, STORE002, STORE030, STORE005, STORE007, STORE025, STORE018, STORE014, STORE004, STORE003, STORE019, STORE015",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6372.2 days of cover.
SKU02923,STOCKOUT_RISK,"STORE022, STORE005, STORE003, STORE024, STORE013, STORE017, STORE030, STORE020, STORE021, STORE008, STORE014, STORE027, STORE029",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02930,STOCKOUT_RISK,"STORE014, STORE010, STORE020, STORE011, STORE015, STORE018, STORE005, STORE007, STORE021, STORE024, STORE019",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 11 stores.
SKU02938,SLOW_MOVER,"STORE018, STORE022, STORE026, STORE007, STORE005, STORE010, STORE023, STORE024, STORE017, STORE028, STORE014, STORE021, STORE006, STORE011, STORE003, STORE009, STORE015, STORE012, STORE002, STORE016, STORE030, STORE029, STORE001, STORE027, STORE020, STORE004, STORE019, STORE013",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9095.7 days of cover.
SKU02946,SLOW_MOVER,"STORE015, STORE024, STORE027, STORE021, STORE029, STORE009, STORE005, STORE007, STORE004, STORE026, STORE006, STORE001, STORE025, STORE008, STORE017, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5112.9 days of cover.
SKU02950,STOCKOUT_RISK,"STORE022, STORE001, STORE012, STORE003, STORE023, STORE025, STORE016, STORE005, STORE017, STORE020, STORE024, STORE028, STORE006",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02954,STOCKOUT_RISK,"STORE028, STORE013, STORE016, STORE030, STORE005, STORE006, STORE007, STORE008, STORE002, STORE014, STORE001, STORE009, STORE021, STORE023",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU02964,SLOW_MOVER,"STORE024, STORE022, STORE007, STORE025, STORE028, STORE003, STORE006, STORE015, STORE020, STORE016, STORE011, STORE023, STORE008, STORE014, STORE013, STORE021, STORE001, STORE010, STORE012, STORE026, STORE030, STORE029, STORE017",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6411.5 days of cover.
SKU02983,STOCKOUT_RISK,"STORE017, STORE004, STORE015, STORE028, STORE002, STORE008, STORE030, STORE018, STORE013, STORE026, STORE023, STORE022, STORE024",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 13 stores.
SKU02997,SLOW_MOVER,"STORE025, STORE021, STORE002, STORE007, STORE010, STORE015, STORE013, STORE026, STORE023, STORE030, STORE006, STORE014, STORE022, STORE028, STORE005, STORE008, STORE019, STORE011, STORE029, STORE017, STORE009, STORE024, STORE003, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6988.3 days of cover.
SKU02999,SLOW_MOVER,"STORE019, STORE029, STORE023, STORE018, STORE005, STORE013, STORE014, STORE011, STORE015, STORE001, STORE006, STORE022, STORE007, STORE030, STORE003, STORE026, STORE020, STORE012, STORE028, STORE016",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6449.9 days of cover.
SKU03005,SLOW_MOVER,"STORE023, STORE024, STORE004, STORE003, STORE028, STORE030, STORE015, STORE021, STORE012, STORE027, STORE017, STORE013, STORE020, STORE006, STORE019, STORE009, STORE007, STORE001, STORE025, STORE018, STORE010, STORE022, STORE029, STORE014, STORE002",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7869.7 days of cover.
SKU03014,SLOW_MOVER,"STORE006, STORE025, STORE023, STORE002, STORE014, STORE010, STORE029, STORE015, STORE024, STORE021, STORE030, STORE004, STORE005, STORE007, STORE001, STORE022, STORE013, STORE018, STORE016, STORE008, STORE011, STORE028, STORE012, STORE026",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6508.5 days of cover.
SKU03030,STOCKOUT_RISK,"STORE029, STORE016, STORE008, STORE007, STORE019, STORE022, STORE030, STORE015, STORE014, STORE023, STORE003, STORE001, STORE028, STORE009, STORE027, STORE026, STORE020, STORE025, STORE021",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
SKU03031,SLOW_MOVER,"STORE021, STORE012, STORE002, STORE005, STORE028, STORE022, STORE019, STORE020, STORE010, STORE011, STORE003, STORE026, STORE004, STORE014, STORE006, STORE023, STORE030, STORE027, STORE025, STORE017, STORE029, STORE009, STORE015, STORE018, STORE016, STORE013, STORE008, STORE001, STORE007",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8794.5 days of cover.
SKU03036,SLOW_MOVER,"STORE025, STORE010, STORE011, STORE012, STORE013, STORE003, STORE014, STORE018, STORE030, STORE029, STORE016, STORE005, STORE004, STORE009, STORE028, STORE017, STORE007, STORE015, STORE023, STORE027, STORE021, STORE001, STORE002, STORE019, STORE006, STORE024",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7751.3 days of cover.
SKU03043,SLOW_MOVER,"STORE003, STORE016, STORE024, STORE023, STORE020, STORE027, STORE010, STORE014, STORE026, STORE011, STORE009, STORE017, STORE012, STORE005, STORE029, STORE022, STORE018, STORE021, STORE008, STORE025",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6186.8 days of cover.
SKU03053,STOCKOUT_RISK,"STORE026, STORE006, STORE020, STORE008, STORE023, STORE010, STORE007, STORE001, STORE004, STORE030, STORE015, STORE022, STORE024, STORE014",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 14 stores.
SKU03057,STOCKOUT_RISK,"STORE014, STORE002, STORE011, STORE012, STORE018, STORE021, STORE007, STORE001, STORE025, STORE024, STORE010, STORE009, STORE003, STORE020, STORE017, STORE019, STORE015, STORE006",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 18 stores.
SKU03058,SLOW_MOVER,"STORE025, STORE001, STORE004, STORE022, STORE011, STORE026, STORE013, STORE019, STORE020, STORE029, STORE006, STORE007, STORE030, STORE018, STORE016, STORE015, STORE008, STORE024, STORE021, STORE017, STORE003, STORE014, STORE010, STORE027, STORE028, STORE005, STORE009, STORE002, STORE023, STORE012",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 10157.0 days of cover.
SKU03063,STOCKOUT_RISK,"STORE027, STORE017, STORE010, STORE019, STORE024, STORE022, STORE011, STORE018, STORE023, STORE001, STORE007",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 11 stores.
SKU03073,SLOW_MOVER,"STORE019, STORE022, STORE011, STORE026, STORE027, STORE012, STORE003, STORE005, STORE009, STORE001, STORE028, STORE013, STORE018, STORE006, STORE030, STORE024, STORE010, STORE002, STORE023, STORE017",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7024.1 days of cover.
SKU03088,STOCKOUT_RISK,"STORE023, STORE002, STORE009, STORE014, STORE003, STORE016, STORE008, STORE012, STORE015, STORE010, STORE007, STORE017, STORE021, STORE006, STORE004",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 15 stores.
SKU03089,SLOW_MOVER,"STORE012, STORE026, STORE002, STORE025, STORE007, STORE003, STORE015, STORE017, STORE001, STORE016, STORE023, STORE005, STORE029, STORE011, STORE021, STORE030, STORE014, STORE009, STORE019, STORE006, STORE027, STORE028, STORE010, STORE013, STORE020, STORE022, STORE004, STORE018, STORE024",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9618.9 days of cover.
SKU03090,SLOW_MOVER,"STORE001, STORE010, STORE002, STORE022, STORE020, STORE003, STORE011, STORE015, STORE028, STORE004, STORE017, STORE029, STORE030, STORE019, STORE007, STORE006, STORE021, STORE014, STORE005, STORE012, STORE009, STORE023, STORE008, STORE026, STORE018, STORE025, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8301.4 days of cover.
SKU03105,SLOW_MOVER,"STORE006, STORE009, STORE004, STORE001, STORE020, STORE018, STORE017, STORE028, STORE007, STORE025, STORE012, STORE021, STORE011, STORE029, STORE005, STORE026, STORE013, STORE016, STORE010, STORE023, STORE003, STORE002, STORE014, STORE008, STORE015, STORE022",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 9346.3 days of cover.
SKU03108,SLOW_MOVER,"STORE015, STORE002, STORE005, STORE001, STORE016, STORE022, STORE029, STORE004, STORE013, STORE024, STORE003, STORE014, STORE025, STORE006, STORE030, STORE010, STORE017, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5328.3 days of cover.
SKU03115,SLOW_MOVER,"STORE011, STORE027, STORE007, STORE023, STORE025, STORE022, STORE018, STORE003, STORE015, STORE019, STORE005, STORE029, STORE026, STORE004, STORE024, STORE020, STORE030, STORE014, STORE012, STORE008, STORE013, STORE017, STORE009, STORE002, STORE016, STORE021, STORE006, STORE028, STORE001",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 11648.6 days of cover.
SKU03139,SLOW_MOVER,"STORE023, STORE022, STORE011, STORE026, STORE028, STORE015, STORE016, STORE001, STORE003, STORE024, STORE004, STORE012, STORE021, STORE025, STORE006, STORE005, STORE013, STORE018, STORE010, STORE019, STORE029, STORE009, STORE002, STORE020, STORE014, STORE030",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8115.8 days of cover.
SKU03150,SLOW_MOVER,"STORE011, STORE018, STORE021, STORE003, STORE026, STORE010, STORE029, STORE015, STORE013, STORE019, STORE014, STORE008, STORE028, STORE006, STORE016, STORE007, STORE002, STORE017, STORE004, STORE025, STORE023, STORE030, STORE022, STORE005, STORE024, STORE020",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8838.5 days of cover.
SKU03152,SLOW_MOVER,"STORE006, STORE022, STORE029, STORE003, STORE024, STORE023, STORE019, STORE016, STORE004, STORE026, STORE020, STORE015, STORE011, STORE028, STORE021, STORE027, STORE005, STORE007, STORE002, STORE010, STORE012, STORE013, STORE030, STORE017, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5849.7 days of cover.
SKU03171,STOCKOUT_RISK,"STORE022, STORE002, STORE003, STORE007, STORE005, STORE019, STORE021, STORE001, STORE026, STORE030, STORE015, STORE018, STORE010, STORE013, STORE020, STORE004, STORE016, STORE011, STORE006",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
SKU03173,SLOW_MOVER,"STORE010, STORE019, STORE026, STORE022, STORE030, STORE014, STORE023, STORE012, STORE003, STORE029, STORE001, STORE017, STORE013, STORE005, STORE028, STORE020, STORE006, STORE009, STORE015, STORE024, STORE018",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6481.6 days of cover.
SKU03177,SLOW_MOVER,"STORE027, STORE012, STORE004, STORE010, STORE001, STORE008, STORE014, STORE023, STORE019, STORE013, STORE011, STORE021, STORE022, STORE018, STORE024, STORE009, STORE028, STORE020, STORE003, STORE025, STORE029",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5980.8 days of cover.
SKU03179,SLOW_MOVER,"STORE007, STORE018, STORE013, STORE027, STORE012, STORE014, STORE005, STORE010, STORE022, STORE024, STORE021, STORE001, STORE003, STORE019, STORE020, STORE026, STORE008, STORE011, STORE030, STORE029, STORE002",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6646.5 days of cover.
SKU03192,SLOW_MOVER,"STORE005, STORE021, STORE026, STORE014, STORE015, STORE023, STORE020, STORE027, STORE024, STORE006, STORE028, STORE017, STORE025, STORE022, STORE013, STORE029, STORE004, STORE003, STORE007, STORE010, STORE001, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6642.3 days of cover.
SKU03199,STOCKOUT_RISK,"STORE028, STORE024, STORE008, STORE023, STORE017, STORE009, STORE014, STORE018, STORE019, STORE012, STORE002, STORE020, STORE016, STORE021, STORE004, STORE010",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU03210,SLOW_MOVER,"STORE016, STORE023, STORE003, STORE005, STORE024, STORE026, STORE017, STORE009, STORE015, STORE025, STORE028, STORE021, STORE020, STORE008, STORE030, STORE011, STORE012, STORE022, STORE013, STORE002, STORE029",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5978.1 days of cover.
SKU03220,SLOW_MOVER,"STORE026, STORE019, STORE010, STORE020, STORE002, STORE011, STORE018, STORE001, STORE016, STORE015, STORE017, STORE022, STORE025, STORE014, STORE012, STORE013, STORE005, STORE027, STORE003, STORE023, STORE028, STORE021, STORE009",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6081.0 days of cover.
SKU03235,SLOW_MOVER,"STORE002, STORE021, STORE016, STORE019, STORE006, STORE027, STORE030, STORE022, STORE010, STORE020, STORE001, STORE023, STORE028, STORE003, STORE005, STORE009, STORE024, STORE013, STORE018, STORE012, STORE017, STORE011, STORE015, STORE007, STORE025, STORE029, STORE008, STORE026, STORE004, STORE014",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7626.2 days of cover.
SKU03251,SLOW_MOVER,"STORE022, STORE015, STORE012, STORE026, STORE006, STORE009, STORE023, STORE008, STORE016, STORE027, STORE017, STORE002, STORE011, STORE003, STORE005, STORE010, STORE014",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5831.5 days of cover.
SKU03254,SLOW_MOVER,"STORE005, STORE027, STORE016, STORE025, STORE014, STORE029, STORE013, STORE008, STORE022, STORE015, STORE006, STORE007, STORE012, STORE002, STORE009, STORE024, STORE026, STORE017, STORE001, STORE003, STORE023, STORE019, STORE010, STORE011, STORE004, STORE030",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8780.1 days of cover.
SKU03257,SLOW_MOVER,"STORE008, STORE013, STORE022, STORE023, STORE029, STORE016, STORE009, STORE005, STORE017, STORE014, STORE001, STORE010, STORE015, STORE026, STORE011, STORE024, STORE025, STORE020, STORE002, STORE018, STORE006, STORE007, STORE027, STORE003, STORE021, STORE019, STORE028, STORE012",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 10001.5 days of cover.
SKU03259,STOCKOUT_RISK,"STORE021, STORE019, STORE013, STORE015, STORE025, STORE022, STORE024, STORE008, STORE026, STORE029, STORE007, STORE017, STORE011, STORE006, STORE018, STORE009",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 16 stores.
SKU03266,SLOW_MOVER,"STORE001, STORE022, STORE030, STORE027, STORE003, STORE028, STORE014, STORE004, STORE017, STORE023, STORE015, STORE012, STORE008, STORE010, STORE009, STORE021, STORE025, STORE024, STORE029, STORE002, STORE013, STORE020, STORE011, STORE006, STORE019, STORE007, STORE018, STORE016, STORE005",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 8123.0 days of cover.
SKU03274,STOCKOUT_RISK,"STORE029, STORE004, STORE023, STORE006, STORE009, STORE010, STORE015, STORE022, STORE003, STORE021, STORE024, STORE026, STORE014, STORE011, STORE019, STORE028, STORE013",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 17 stores.
SKU03277,SLOW_MOVER,"STORE003, STORE009, STORE025, STORE002, STORE013, STORE026, STORE011, STORE027, STORE029, STORE022, STORE006, STORE015, STORE030, STORE016, STORE007, STORE010, STORE017, STORE018, STORE024, STORE008",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 5604.3 days of cover.
SKU03284,SLOW_MOVER,"STORE004, STORE005, STORE018, STORE025, STORE014, STORE007, STORE020, STORE021, STORE030, STORE015, STORE009, STORE022, STORE002, STORE003, STORE017, STORE010",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4225.0 days of cover.
SKU03286,SLOW_MOVER,"STORE024, STORE009, STORE025, STORE015, STORE001, STORE016, STORE005, STORE021, STORE023, STORE026, STORE002, STORE013, STORE029, STORE030, STORE011, STORE027",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4713.8 days of cover.
SKU03291,SLOW_MOVER,"STORE013, STORE019, STORE001, STORE017, STORE023, STORE025, STORE016, STORE024, STORE014, STORE030, STORE003, STORE018, STORE008, STORE028, STORE021",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4684.9 days of cover.
SKU03292,STOCKOUT_RISK,"STORE023, STORE027, STORE025, STORE016, STORE004, STORE019, STORE018, STORE012, STORE011, STORE010, STORE013, STORE002, STORE003, STORE030, STORE022",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 15 stores.
SKU03295,SLOW_MOVER,"STORE003, STORE027, STORE015, STORE025, STORE029, STORE010, STORE021, STORE007, STORE006, STORE018, STORE002, STORE013, STORE023, STORE026, STORE019, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 4745.9 days of cover.
SKU03311,SLOW_MOVER,"STORE004, STORE021, STORE023, STORE012, STORE016, STORE003, STORE029, STORE015, STORE007, STORE005, STORE002, STORE022, STORE001, STORE008, STORE026, STORE019, STORE020, STORE013, STORE009, STORE011, STORE024, STORE017, STORE027, STORE018, STORE028",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7450.6 days of cover.
SKU03320,SLOW_MOVER,"STORE011, STORE002, STORE030, STORE026, STORE024, STORE029, STORE013, STORE004, STORE007, STORE021, STORE017, STORE015, STORE018, STORE005, STORE008, STORE019, STORE025, STORE001, STORE012, STORE003, STORE016",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6371.4 days of cover.
SKU03323,STOCKOUT_RISK,"STORE021, STORE001, STORE016, STORE020, STORE002, STORE008, STORE023, STORE030, STORE005, STORE029, STORE006, STORE026, STORE010, STORE004, STORE015, STORE018, STORE003",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 17 stores.
SKU03347,SLOW_MOVER,"STORE027, STORE019, STORE003, STORE030, STORE004, STORE026, STORE016, STORE020, STORE023, STORE008, STORE028, STORE007, STORE014, STORE011, STORE013, STORE006, STORE002, STORE017, STORE010, STORE009, STORE022, STORE015, STORE025",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 6444.5 days of cover.
SKU03349,SLOW_MOVER,"STORE025, STORE002, STORE019, STORE006, STORE011, STORE003, STORE004, STORE009, STORE005, STORE014, STORE027, STORE012, STORE018, STORE020, STORE015, STORE024, STORE010, STORE001, STORE030, STORE029, STORE021, STORE007, STORE028, STORE013, STORE016, STORE023",2025-11-01,2025-12-31,Low demand velocity. Excess inventory carrying 7592.4 days of cover.
SKU03353,STOCKOUT_RISK,"STORE001, STORE030, STORE006, STORE003, STORE023, STORE021, STORE019, STORE010, STORE014, STORE016, STORE005, STORE007, STORE020, STORE009, STORE015, STORE024, STORE004, STORE027, STORE026",2025-11-01,2025-12-31,High demand velocity item. Zero or depleted stock on hand across 19 stores.
